Address,Street Name,Zip Code,City,Canton,Country,Latitude,Longitude,Rating,Number of Ratings,Place Name,Place ID,Sunday_Open,Monday_Open,Tuesday_Open,Wednesday_Open,Thursday_Open,Friday_Open,Saturday_Open,Sunday_Close,Monday_Close,Tuesday_Close,Wednesday_Close,Thursday_Close,Friday_Close,Saturday_Close,Brand,Unnamed: 0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Mapped Canton
"Bischofszellerstrasse 346, 9212 Arnegg, Switzerland",Bischofszellerstrasse 346,9212,Arnegg,Zürich,Switzerland,47.443506,9.255942,4.2,118.0,SPAR Supermarkt Arnegg,ChIJuxtD7TPhmkcRDEjvIJ5cYeI,,800.0,800.0,800.0,800.0,800.0,700.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1700.0,SPAR,,,,,,,,,
"Arneggerstrasse 11, 9204 Andwil, Switzerland",Arneggerstrasse 11,9204,Andwil,Zürich,Switzerland,47.439564,9.267450000000002,4.6,101.0,SPAR Supermarkt Andwil,ChIJaynbaTvhmkcR3Smjpfhccc8,,600.0,600.0,600.0,600.0,600.0,600.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,SPAR,,,,,,,,,
"Freier Pl. 2, 8200 Schaffhausen, Switzerland",Freier Pl. 2,8200,Schaffhausen,Schaffhausen,Switzerland,47.69551499999999,8.640285999999998,4.2,148.0,SPAR Supermarkt Schaffhausen,ChIJc8Tb_9-BmkcRU0dgSnMvZ3A,,700.0,700.0,700.0,700.0,700.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,SPAR,,,,,,,,,
"Stettemerstrasse 40, 8207 Schaffhausen, Switzerland",Stettemerstrasse 40,8207,Schaffhausen,Schaffhausen,Switzerland,47.7223304,8.655230699999999,4.3,157.0,SPAR Supermarkt,ChIJsxOxaCmAmkcRTOMDCVbFo9g,900.0,630.0,630.0,630.0,630.0,630.0,630.0,1800.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,SPAR,,,,,,,,,
"Tösstalstrasse 139, 8400 Winterthur, Switzerland",Tösstalstrasse 139,8400,Winterthur,Zürich,Switzerland,47.49065539999999,8.748234300000002,4.0,198.0,SPAR Supermarkt Winterthur Tösstalstrasse,ChIJp5J1OZWZmkcROzT5bI5e6XA,,700.0,700.0,700.0,700.0,700.0,700.0,,2200.0,2200.0,2200.0,2200.0,2200.0,2000.0,SPAR,,,,,,,,,
"Auwiesenstrasse 24, 9030 Abtwil SG, Switzerland",Auwiesenstrasse 24,9030,Abtwil,Zürich,Switzerland,47.42255590000001,9.3179118,4.3,126.0,SPAR Supermarkt Abtwil,ChIJlZzlLcvhmkcRsCg3wyLlf7I,,700.0,700.0,700.0,700.0,700.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,SPAR,,,,,,,,,
"Breitestrasse 117, 8400 Winterthur, Switzerland",Breitestrasse 117,8400,Winterthur,Zürich,Switzerland,47.490607,8.7211286,4.4,93.0,SPAR,ChIJvZrzLwuZmkcR7AcCHNmhdS0,,700.0,700.0,700.0,700.0,700.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1900.0,SPAR,,,,,,,,,
"Rossbodenstrasse 18, 7000 Chur, Switzerland",Rossbodenstrasse 18,7000,Chur,Graubünden,Switzerland,46.8520538,9.5055369,,,SPAR express,ChIJqXAdPQTHhEcRCvaVBrWz8aY,800.0,600.0,600.0,600.0,600.0,600.0,700.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,SPAR,,,,,,,,,
"Städtli 3, 7304 Maienfeld, Switzerland",Städtli 3,7304,Maienfeld,Graubünden,Switzerland,47.0073942,9.5312364,4.4,127.0,SPAR Supermarkt Maienfeld,ChIJL0pB-KPLhEcR11gxyIvFPmo,,730.0,730.0,730.0,730.0,730.0,730.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,SPAR,,,,,,,,,
"Grossfeldstrasse 20, 7310 Bad Ragaz, Switzerland",Grossfeldstrasse 20,7310,Bad,Graubünden,Switzerland,47.0063244,9.4996973,4.1,198.0,SPAR Supermarkt Bad Ragaz,ChIJ9Z9UC3jMhEcRdYJOxZmMhyI,,700.0,700.0,700.0,700.0,700.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,SPAR,,,,,,,,,
"Voa Nova 27, 7078 Lenzerheide, Switzerland",Voa Nova 27,7078,Lenzerheide,Graubünden,Switzerland,46.7252518,9.557642800000002,4.4,80.0,SPAR Supermarkt Lenzerheide,ChIJz3BSTYKVhEcRaMPS3W4Fh0c,1400.0,700.0,700.0,700.0,700.0,700.0,700.0,1800.0,1830.0,1830.0,1830.0,1830.0,1830.0,1800.0,SPAR,,,,,,,,,
"Via Gonda 12, 7180 Disentis/Mustér, Switzerland",Via Gonda 12,7180,Disentis/Mustér,Graubünden,Switzerland,46.701897,8.8516157,4.4,193.0,SPAR Supermarkt Disentis,ChIJre2H7jsRhUcRc25W9ISep_Q,,700.0,700.0,700.0,700.0,700.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,SPAR,,,,,,,,,
"von Salis-Strasse 33, 7212 Seewis im Prättigau, Switzerland",von Salis-Strasse 33,7212,Seewis,Graubünden,Switzerland,46.9901211,9.63792,4.6,39.0,SPAR Supermarkt Seewis,ChIJmejOubO1hEcRmEEaI394uJE,,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1600.0,SPAR,,,,,,,,,
"Talstrasse 8, 7270 Davos, Switzerland",Talstrasse 8,7270,Davos,Graubünden,Switzerland,46.7934808,9.8234088,4.2,169.0,EUROSPAR Supermarkt Davos Platz,ChIJLRsaH6umhEcRSt5Utpv0ZoU,700.0,700.0,700.0,700.0,700.0,700.0,700.0,1800.0,1900.0,1900.0,1900.0,1900.0,1900.0,1800.0,SPAR,,,,,,,,,
"Sarganserstrasse 7, 7324 Vilters-Wangs, Switzerland",Sarganserstrasse 7,7324,Vilters-Wangs,Graubünden,Switzerland,47.02484339999999,9.451435,4.6,23.0,SPAR Supermarkt Vilters,ChIJ-dKD-APNhEcRSIRrAODgDAQ,,1330.0,1330.0,1330.0,1330.0,1330.0,700.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1700.0,SPAR,,,,,,,,,
"Narasca, 7472 Surava, Switzerland",Narasca,7472,Surava,Graubünden,Switzerland,46.6647758,9.6124468,5.0,2.0,SPAR Go24 Surava,ChIJ3Xm4UKqXhEcRgww2EGuYoGA,0.0,,,,,,,,,,,,,,SPAR,,,,,,,,,
"Doggilochstrasse 96, 7250 Klosters-Serneus, Switzerland",Doggilochstrasse 96,7250,Klosters-Serneus,Graubünden,Switzerland,46.8617527,9.8924411,4.6,72.0,Spar Supermarket,ChIJy0PbsSOnhEcRdk0PJhDP0Zs,600.0,630.0,630.0,630.0,630.0,630.0,630.0,1300.0,1830.0,1830.0,1830.0,1830.0,1830.0,1700.0,SPAR,,,,,,,,,
"Masanserstrasse 133, 7000 Chur, Switzerland",Masanserstrasse 133,7000,Chur,Graubünden,Switzerland,46.8610885,9.534178399999998,,,AVIA SPAR express,ChIJXYB-7EHHhEcRrBqnK9ngawY,800.0,600.0,600.0,600.0,600.0,600.0,700.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,SPAR,,,,,,,,,
"Staatsstrasse 94, 8888 Heiligkreuz, Switzerland",Staatsstrasse 94,8888,Heiligkreuz,Zürich,Switzerland,47.058937,9.4112642,4.4,80.0,SPAR Supermarkt Heiligkreuz,ChIJH4fMT6zShEcRSc7wYxzzql4,,700.0,700.0,700.0,700.0,700.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,SPAR,,,,,,,,,
"Bleicherstrasse 12, 6003 Luzern, Switzerland",Bleicherstrasse 12,6003,Luzern,Luzern,Switzerland,47.0424514,8.306144000000002,4.1,119.0,SPAR Supermarkt Luzern-Neustadt,ChIJc9wCzaX7j0cRzvoZYmPJ050,,700.0,700.0,700.0,700.0,700.0,700.0,,1900.0,1900.0,1900.0,2000.0,1900.0,1700.0,SPAR,,,,,,,,,
"Dorfstrasse 31/a, 6005 Luzern, Switzerland",Dorfstrasse 31/a,6005,Luzern,Luzern,Switzerland,47.0379769,8.3156349,4.3,151.0,SPAR,ChIJCZHryLD7j0cRi9fh55n1cvQ,,615.0,615.0,615.0,615.0,615.0,615.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,SPAR,,,,,,,,,
"Papiermühlestrasse 11, 3013 Bern, Switzerland",Papiermühlestrasse 11,3013,Bern,Bern,Switzerland,46.9547484,7.460063099999999,4.2,167.0,SPAR express Bern-Papiermühlestrasse,ChIJtdMb5-Y5jkcRWMUvdubWIRk,600.0,600.0,600.0,600.0,600.0,600.0,600.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,SPAR,,,,,,,,,
"Könizstrasse 155, 3097 Liebefeld, Switzerland",Könizstrasse 155,3097,Liebefeld,Bern,Switzerland,46.9360583,7.416579899999999,4.2,165.0,SPAR Supermarkt Liebefeld,ChIJsSI0uqo5jkcRHoNmRo_-I7M,,630.0,630.0,630.0,630.0,630.0,800.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1700.0,SPAR,,,,,,,,,
"Freiburgstrasse 528, 3172 Köniz, Switzerland",Freiburgstrasse 528,3172,Köniz,Bern,Switzerland,46.9274208,7.379720999999999,4.0,49.0,SPAR express Niederwangen,ChIJXaqONsU4jkcRSrGhpPQiv1I,700.0,600.0,600.0,600.0,600.0,600.0,700.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,SPAR,,,,,,,,,
"Giacomettistrasse 15, 3006 Bern, Switzerland",Giacomettistrasse 15,3006,Bern,Bern,Switzerland,46.9451436,7.473101099999999,4.2,69.0,SPAR express Bern Giacomettistr.,ChIJBUptO2Q3jkcRHJj0bEg191o,730.0,600.0,600.0,600.0,600.0,600.0,630.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,SPAR,,,,,,,,,
"Viktoriastrasse 49, 3013 Bern, Switzerland",Viktoriastrasse 49,3013,Bern,Bern,Switzerland,46.95363609999999,7.4545514,,,SPAR Supermarkt Bern,ChIJ3cCTbeg5jkcRkyF48LTfx7I,,,,,,,,,,,,,,,SPAR,,,,,,,,,
"Rte de Riddes 301, 1994 Aproz (Nendaz, Switzerland",Rte de Riddes 301,1994,Aproz,Valais,Switzerland,46.205309,7.305251600000002,4.8,108.0,Spassion S.A.,ChIJU4182_LfjkcRliN19kDO0e8,,,,,,1400.0,1400.0,,,,,,1800.0,1700.0,SPAR,,,,,,,,,
"Schluhmattstrasse 1, 3920 Zermatt, Switzerland",Schluhmattstrasse 1,3920,Zermatt,Valais,Switzerland,46.0187012,7.748404799999999,4.1,95.0,SPAR express Zermatt,ChIJpwHmebs1j0cREq6hybT7ykI,700.0,700.0,700.0,700.0,700.0,700.0,700.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,SPAR,,,,,,,,,
"Chemin des Rottes 27, 1907, 2 Saxon, Switzerland",Chemin des Rottes 27,1907,Saxon,Valais,Switzerland,46.14195480000001,7.1583678,4.7,10.0,RM-SPAS - HotSpring,ChIJ74S6InvIjkcR9qTJOmC3_Qs,,,,,,,,,,,,,,,SPAR,,,,,,,,,
"Rte de Chippis 33A, 3966 Chalais, Switzerland",Rte de Chippis 33A,3966,Chalais,Valais,Switzerland,46.270143,7.515552999999999,,,Wellis Valais par Valpool - magasin de spas,ChIJY9601AAfj0cRLbHbRghOyho,,1300.0,1300.0,1300.0,1300.0,1300.0,,,1730.0,1730.0,1730.0,1730.0,1730.0,,SPAR,,,,,,,,,
"Av. Maurice-Troillet 84, 1950 Sion, Switzerland",Av. Maurice-Troillet 84,1950,Sion,Valais,Switzerland,46.2259704,7.335643399999998,3.8,37.0,Piscines Spas' Sion,ChIJZ1q0AZ_ejkcReycN0OPLLfE,,1330.0,1330.0,1330.0,1330.0,1330.0,900.0,,1800.0,1800.0,1800.0,1800.0,1800.0,1200.0,SPAR,,,,,,,,,
"Av. de la Gare 43a, 1964 Conthey, Switzerland",Av. de la Gare 43a,1964,Conthey,Valais,Switzerland,46.2259708,7.303433199999999,4.7,12.0,Ebullition Spas Center,ChIJq6q6bC_cjkcRmDWW7FS0rOU,,1330.0,1330.0,1330.0,1300.0,1300.0,900.0,,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,SPAR,,,,,,,,,
"Rte des Bains 93, 1911 Ovronnaz, Switzerland",Rte des Bains 93,1911,Ovronnaz,Valais,Switzerland,46.1986903,7.1753084,3.8,3820.0,Les Bains d'Ovronnaz,ChIJdT3SWLrGjkcRM2U385l2d1c,900.0,900.0,900.0,900.0,900.0,900.0,900.0,2000.0,2000.0,2000.0,2000.0,2000.0,2100.0,2100.0,SPAR,,,,,,,,,
"Av. Maurice-Troillet 84, 1950 Sion, Switzerland",Av. Maurice-Troillet 84,1950,Sion,Valais,Switzerland,46.2259704,7.335643399999998,,,Be Well Canada spa Sion,ChIJ1e1_VmjfjkcR9cQbkhwc5cw,,,,,,,,,,,,,,,SPAR,,,,,,,,,
"Rte de Mauvoisin 209, 1947 Champsec (Versegères), Switzerland",Rte de Mauvoisin 209,1947,Champsec,Valais,Switzerland,46.0581219,7.241457099999999,5.0,2.0,Les Bains de Bagnes Sàrl,ChIJ4c5QgPLRjkcRXEdbLWK8WJ8,,,,,,,,,,,,,,,SPAR,,,,,,,,,
"Rte de Chippis 33A, 3966 Chalais, Switzerland",Rte de Chippis 33A,3966,Chalais,Valais,Switzerland,46.270143,7.515552,5.0,6.0,Valpool Sàrl,ChIJRcq1bUYhj0cRon6Ua_y4CTA,,1300.0,1300.0,1300.0,1300.0,1300.0,,,1730.0,1730.0,1730.0,1730.0,1730.0,,SPAR,,,,,,,,,
"Rte du Simplon 55, 3960 Sierre, Switzerland",Rte du Simplon 55,3960,Sierre,Valais,Switzerland,46.2972366,7.543891899999999,4.2,54.0,Avia Sierre - station-service avec shop,ChIJJSi0Gxofj0cR-Yw7Rw5KrYc,800.0,600.0,600.0,600.0,600.0,600.0,700.0,2000.0,2100.0,2100.0,2100.0,2100.0,2100.0,2000.0,SPAR,,,,,,,,,
"Rte de Sierre 63, 3961 Grimentz, Switzerland",Rte de Sierre 63,3961,Grimentz,Valais,Switzerland,46.18341529999999,7.580624200000001,,,Nordic SPA,ChIJ98W4sZ8lj0cRCJ0WPX0ZfWQ,,800.0,800.0,800.0,800.0,800.0,,,1700.0,1700.0,1700.0,1700.0,1700.0,,SPAR,,,,,,,,,
"Rte Cantonale 55, 1964 Conthey, Switzerland",Rte Cantonale 55,1964,Conthey,Valais,Switzerland,46.2249776,7.308312099999998,,,Whirlpools,ChIJvUYRSJPcjkcRyEeshgojvMs,,,,,,,,,,,,,,,SPAR,,,,,,,,,
"Av. du Grand-Saint-Bernard 28, 1920 Martigny, Switzerland",Av. du Grand-Saint-Bernard 28,1920,Martigny,Valais,Switzerland,46.09770899999999,7.069386999999998,4.8,4.0,13 Etoiles PAM Valais,ChIJLxIUvf_JjkcRezeI6Rqdr8k,,,,,,,,,,,,,,,SPAR,,,,,,,,,
"Av. du Pont de la Roua, 1957 Ardon, Switzerland",Av. du Pont de la Roua,1957,Ardon,Valais,Switzerland,46.2025678,7.264346000000002,4.2,173.0,Valaisanne pour la protection des animaux,ChIJR9pxsajEjkcRPgks941erqY,,,,1430.0,1430.0,1430.0,1430.0,,,,1700.0,1700.0,1700.0,1700.0,SPAR,,,,,,,,,
"Rue du Prado 5, 3963 Crans-Montana, Switzerland",Rue du Prado 5,3963,Crans-Montana,Valais,Switzerland,46.30560939999999,7.468023199999998,5.0,18.0,La beauté by Eléonore,ChIJ1S4JtvLhjkcRIeCAqJOfhf8,,900.0,900.0,900.0,900.0,900.0,900.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1700.0,SPAR,,,,,,,,,
"Rte de Fleurs des Champs 17, 3963 Crans-Montana, Switzerland",Rte de Fleurs des Champs 17,3963,Crans-Montana,Valais,Switzerland,46.30830220000001,7.472731700000001,4.6,258.0,Art de Vivre - Boutique Hôtel et Spa,ChIJPZc8cS3gjkcRCRZvCJt4vdE,,,,,,,,,,,,,,,SPAR,,,,,,,,,
"Birsstrasse 200, 4052 Basel, Switzerland",Birsstrasse 200,4052,Basel,Basel-Stadt,Switzerland,47.547541,7.622080299999999,4.5,434.0,SPAR Supermarkt Basel Birsstrasse,ChIJ7XttVSq4kUcR4hmSmm1EtXQ,900.0,800.0,800.0,800.0,800.0,800.0,800.0,1800.0,1900.0,1900.0,1900.0,1900.0,1900.0,1800.0,SPAR,,,,,,,,,
"Hegenheimerstrasse 93, 4055 Basel, Switzerland",Hegenheimerstrasse 93,4055,Basel,Basel-Stadt,Switzerland,47.5611626,7.569273799999998,4.2,188.0,SPAR Supermarkt Basel Hegenheimerstrasse,ChIJmeh9KAW5kUcReyFiP6xUWi0,900.0,800.0,800.0,800.0,800.0,800.0,800.0,1800.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,SPAR,,,,,,,,,
"Längistrasse 14, 4133 Pratteln, Switzerland",Längistrasse 14,4133,Pratteln,Basel-Landschaft,Switzerland,47.5337367,7.7103624,4.2,225.0,SPAR Supermarkt Pratteln,ChIJ-ZUZu3C2kUcRq3WPc-8PPKI,900.0,700.0,700.0,700.0,700.0,700.0,700.0,1700.0,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,SPAR,,,,,,,,,
"Mandachstrasse 54, 8155 Niederhasli, Switzerland",Mandachstrasse 54,8155,Niederhasli,Zürich,Switzerland,47.480011,8.4899673,4.1,157.0,SPAR,ChIJEY1U7I90kEcRGKcnR46dtg4,,700.0,700.0,700.0,700.0,700.0,700.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,SPAR,,,,,,,,,
"Hauptstrasse 41, 4434 Hölstein, Switzerland",Hauptstrasse 41,4434,Hölstein,Basel-Landschaft,Switzerland,47.4258208,7.7702442,4.3,160.0,SPAR,ChIJvR_Ik1nLkUcR-zlKtBno6cc,630.0,530.0,530.0,530.0,530.0,530.0,530.0,1700.0,1830.0,1830.0,1830.0,1830.0,1830.0,1800.0,SPAR,,,,,,,,,
"Konsumstrasse 87, 4466 Ormalingen, Switzerland",Konsumstrasse 87,4466,Ormalingen,Basel-Landschaft,Switzerland,47.469622,7.8775302,4.5,183.0,SPAR Supermarkt Ormalingen,ChIJd_F5dsM1kEcRDGE6wpoXbk0,800.0,700.0,700.0,700.0,700.0,700.0,700.0,1700.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,SPAR,,,,,,,,,
"Dorfwisenstrasse 12, 8165 Schöfflisdorf, Switzerland",Dorfwisenstrasse 12,8165,Schöfflisdorf,Zürich,Switzerland,47.49933050000001,8.414233000000001,4.1,114.0,SPAR Supermarkt Schöfflisdorf,ChIJHahFn15ykEcREaVzk16t6Sw,,700.0,700.0,700.0,700.0,700.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1900.0,SPAR,,,,,,,,,
"Breitistrasse 24, 8302 Kloten, Switzerland",Breitistrasse 24,8302,Kloten,Zürich,Switzerland,47.4477285,8.584228500000002,4.2,277.0,SPAR Supermarkt Kloten,ChIJsVz18fOfmkcRlWEnYU2VWY0,,700.0,700.0,700.0,700.0,700.0,700.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2000.0,SPAR,,,,,,,,,
"Zentrumstrasse 6, 8717 Benken, Switzerland",Zentrumstrasse 6,8717,Benken,Zürich,Switzerland,47.19853669999999,9.004299,4.1,55.0,SPAR Supermarkt Benken,ChIJwRJTZOnOmkcRCAEVrXDrKI4,,700.0,700.0,700.0,700.0,700.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,SPAR,,,,,,,,,
"Bahnhofstrasse 1, 8603 Schwerzenbach, Switzerland",Bahnhofstrasse 1,8603,Schwerzenbach,Zürich,Switzerland,47.381935,8.652603999999998,4.1,120.0,SPAR Supermarkt Schwerzenbach,ChIJm13Ok9yjmkcRmt0MljVsmok,,700.0,700.0,700.0,700.0,700.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,SPAR,,,,,,,,,
"Landstrasse 8, 8112 Otelfingen, Switzerland",Landstrasse 8,8112,Otelfingen,Zürich,Switzerland,47.45911599999999,8.385539,4.3,225.0,SPAR Supermarkt Otelfingen,ChIJ72V2fa1ykEcR3lC9IV0t-RM,,600.0,600.0,600.0,600.0,600.0,700.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,SPAR,,,,,,,,,
"Regensdorferstrasse 22, 8108 Dällikon, Switzerland",Regensdorferstrasse 22,8108,Dällikon,Zürich,Switzerland,47.4392647,8.4413089,4.2,223.0,SPAR Supermarkt Dällikon,ChIJAbE5orgMkEcRfMoPGyXdj54,,700.0,700.0,700.0,700.0,700.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1900.0,SPAR,,,,,,,,,
"Dorfstrasse 15, 8906 Bonstetten, Switzerland",Dorfstrasse 15,8906,Bonstetten,Zürich,Switzerland,47.3148749,8.469689599999999,4.1,144.0,SPAR Supermarkt Bonstetten,ChIJAVeve_MIkEcRNMxmqY7Oeqg,,700.0,700.0,700.0,700.0,700.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1900.0,SPAR,,,,,,,,,
"Mellingerstrasse 208, 5405 Baden, Switzerland",Mellingerstrasse 208,5405,Baden,Aargau,Switzerland,47.4518803,8.289778199999999,4.0,210.0,SPAR Supermarkt Baden-Dättwil mit TS Tamoil,ChIJHflkUkQTkEcRBb648NP7hZY,700.0,600.0,600.0,600.0,600.0,600.0,600.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,SPAR,,,,,,,,,
"Mühlestrasse 6, 5702 Niederlenz, Switzerland",Mühlestrasse 6,5702,Niederlenz,Aargau,Switzerland,47.40273029999999,8.175645,4.2,148.0,SPAR,ChIJ_4IrUOUVkEcRenhiRvwtQ6M,,630.0,630.0,630.0,630.0,630.0,800.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,SPAR,,,,,,,,,
"Hausmatt 1, 6423 Seewen, Switzerland",Hausmatt 1,6423,Seewen,Uri,Switzerland,47.0278402,8.632084800000001,4.1,100.0,SPAR Supermarkt Seewen,ChIJibyi1B9OhUcRgDzNGuXmn7I,,700.0,700.0,700.0,700.0,700.0,700.0,,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,SPAR,,,,,,,,,
"HuSPAR Supermarktatt 2, 5405 Dättwil, Switzerland",HuSPAR Supermarktatt 2,5405,Dättwil,Aargau,Switzerland,47.4545166,8.2815641,3.6,127.0,SPAR Supermarkt Dättwil,ChIJfyuIBVoTkEcRk3dPyErQvlI,,700.0,700.0,700.0,700.0,700.0,700.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1700.0,SPAR,,,,,,,,,
"Muhenstrasse 9, 5036 Oberentfelden, Switzerland",Muhenstrasse 9,5036,Oberentfelden,Aargau,Switzerland,47.35450849999999,8.047229800000002,4.2,244.0,SPAR,ChIJY3SEmHw7kEcRKZ0JVb8YiYA,900.0,700.0,700.0,700.0,700.0,700.0,700.0,1700.0,1900.0,1900.0,1900.0,2000.0,1900.0,1900.0,SPAR,,,,,,,,,
"Bahnhofstrasse 6/8, 8932 Mettmenstetten, Switzerland",Bahnhofstrasse 6/8,8932,Mettmenstetten,Zürich,Switzerland,47.2437599,8.4616419,4.2,235.0,SPAR Supermarkt Mettmenstetten,ChIJwc3iWeEHkEcRMXI-ZNZOjaA,,700.0,700.0,700.0,700.0,700.0,700.0,,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,SPAR,,,,,,,,,
"Blümlisalpstrasse 1, 4562 Biberist, Switzerland",Blümlisalpstrasse 1,4562,Biberist,Solothurn,Switzerland,47.1871015,7.556110899999998,4.4,92.0,SPAR Supermarkt Biberist,ChIJ00Ot36wpjkcR6CZFBEMYVlo,,700.0,700.0,700.0,700.0,700.0,700.0,,1830.0,1830.0,1830.0,1830.0,2100.0,1800.0,SPAR,,,,,,,,,
"Kriegstettenstrasse 14, 4563 Gerlafingen, Switzerland",Kriegstettenstrasse 14,4563,Gerlafingen,Solothurn,Switzerland,47.1705435,7.574960799999999,4.2,309.0,SPAR Supermarkt,ChIJjZ-EYLIpjkcRX1Ip1uzuCmc,600.0,600.0,600.0,600.0,600.0,600.0,600.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,SPAR,,,,,,,,,
"Neue Str. 2, 4703 Kestenholz, Switzerland",Neue Str. 2,4703,Kestenholz,Solothurn,Switzerland,47.28186599999999,7.752662999999998,4.6,120.0,SPAR,ChIJMxnW77YskEcRqcsUo_fzBp4,,1400.0,1400.0,1400.0,1400.0,1400.0,1330.0,,1830.0,1830.0,1830.0,1830.0,1830.0,1600.0,SPAR,,,,,,,,,
"Spittelgasse 4, 3294 Büren an der Aare, Switzerland",Spittelgasse 4,3294,Büren,Bern,Switzerland,47.139239,7.372375,4.6,217.0,SPAR Supermarkt Büren a. A.,ChIJoVpnPIIhjkcR7i4E_uwjRv0,800.0,630.0,630.0,630.0,630.0,630.0,630.0,1200.0,1900.0,1900.0,1900.0,1900.0,1900.0,1700.0,SPAR,,,,,,,,,
"Les Joncs, 1580 Avenches, Switzerland",Les Joncs,1580,Avenches,Vaud,Switzerland,46.899471,7.049696099999999,4.3,184.0,SPAR,ChIJM5lqPsJyjkcR9S3N7mAwQz4,800.0,800.0,800.0,800.0,800.0,800.0,800.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,SPAR,,,,,,,,,
"Restoroute de Lavaux Autoroute A9, 1091 Aran, Switzerland",Restoroute de Lavaux Autoroute A9,1091,Aran,Vaud,Switzerland,46.5050196,6.709657399999999,3.9,75.0,SPAR express Lavaux,ChIJSx_0bNQpjEcR3UOJUl0k_GI,600.0,600.0,600.0,600.0,600.0,600.0,600.0,2200.0,2130.0,2130.0,2130.0,2130.0,2200.0,2200.0,SPAR,,,,,,,,,
"Rte des Toches 3, 1026 Echandens, Switzerland",Rte des Toches 3,1026,Echandens,Vaud,Switzerland,46.5348006,6.5469813,,,Spas Prestige,ChIJ83U5gncxjEcRwkPQ3WcdWJM,,,,,,,,,,,,,,,SPAR,,,,,,,,,
"Chem. de Budron H 2, 1052 Le Mont-sur-Lausanne, Switzerland",Chem. de Budron H 2,1052,Le,Vaud,Switzerland,46.57683599999999,6.634074999999998,5.0,6.0,One Spa Sàrl,ChIJ0ZgXkQwtjEcRwqST3J__5tk,,800.0,1300.0,800.0,1300.0,800.0,900.0,,1200.0,1700.0,1200.0,1700.0,1200.0,1200.0,SPAR,,,,,,,,,
"Murtenstrasse 13, 3210 Kerzers, Switzerland",Murtenstrasse 13,3210,Kerzers,Fribourg,Switzerland,46.9741653,7.1941618,4.2,104.0,SPAR Supermarkt Kerzers,ChIJYySwfgkUjkcRkEJ1ekpEGtk,,630.0,630.0,630.0,630.0,630.0,630.0,,1900.0,1900.0,1900.0,1900.0,1930.0,1600.0,SPAR,,,,,,,,,
"Rte Neuve 6, 1170 Aubonne, Switzerland",Rte Neuve 6,1170,Aubonne,Vaud,Switzerland,46.49521299999999,6.392386,4.4,7.0,Lac Léman Spa,ChIJASziF3lIjEcRme1fa2soztQ,,900.0,900.0,900.0,900.0,900.0,,,1900.0,1900.0,1900.0,1900.0,1900.0,,SPAR,,,,,,,,,
